model_id,dataset_id,batching,batch_size,iteration,latency_ms,images_per_second,text_length_mean,text_length_max,generated_tokens_mean,generated_tokens_max
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,32,45,290.4592,110.1704,7.6875,8,3.6875,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,32,46,290.4646,110.1683,6.3125,7,3.0625,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,32,47,690.7214,46.3284,27.75,31,11.5,16
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,32,48,502.8277,63.6401,18.375,20,8.375,11
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,32,49,395.9824,80.8117,13.5625,16,6.3125,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,0,691.2872,92.5809,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,1,1076.4252,59.4561,20.2656,24,9.1562,14
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,2,400.1139,159.9545,3.9375,4,2.5625,3
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,3,691.4648,92.5571,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,4,344.5481,185.7506,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,5,344.8047,185.6123,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,6,456.3478,140.2439,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,7,1068.4111,59.902,20.2656,24,9.1562,14
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,8,631.9742,101.27,8.75,11,4.3438,7
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,9,515.7885,124.0819,5.8281,7,2.9531,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,10,456.5941,140.1682,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,11,343.9776,186.0586,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,12,692.8989,92.3656,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,13,691.248,92.5862,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,14,631.0371,101.4203,8.75,11,4.3438,7
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,15,345.0034,185.5054,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,16,457.1869,139.9865,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,17,456.9521,140.0584,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,18,692.8752,92.3687,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,19,514.4079,124.4149,5.8281,7,2.9531,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,20,456.4213,140.2213,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,21,514.5366,124.3838,5.8281,7,2.9531,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,22,691.4835,92.5546,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,23,515.5506,124.1391,5.8281,7,2.9531,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,24,345.6904,185.1367,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,25,631.8246,101.2939,8.75,11,4.3438,7
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,26,400.4205,159.832,3.9375,4,2.5625,3
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,27,1705.9288,37.5162,31.3125,44,13.8281,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,28,1704.0863,37.5568,31.3125,44,13.8281,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,29,514.6383,124.3592,5.8281,7,2.9531,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,30,1702.8947,37.5831,31.3125,44,13.8281,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,31,456.778,140.1118,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,32,456.597,140.1674,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,33,345.46,185.2602,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,34,693.2738,92.3156,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,35,347.3964,184.2276,1.3906,3,1.0938,2
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,36,635.4406,100.7175,8.75,11,4.3438,7
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,37,1707.7335,37.4766,31.3125,44,13.8281,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,38,694.3548,92.1719,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,39,695.3792,92.0361,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,40,696.5986,91.875,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,41,698.4686,91.629,12.6875,16,5.9531,8
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,42,633.3928,101.0431,8.75,11,4.3438,7
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,43,401.2167,159.5148,3.9375,4,2.5625,3
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,44,457.6979,139.8302,4.875,5,2.8438,4
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,45,633.1478,101.0822,8.75,11,4.3438,7
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,46,1707.4802,37.4821,31.3125,44,13.8281,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,47,1073.4792,59.6192,20.2656,24,9.1562,14
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,48,525.191,121.8604,5.8281,7,2.9531,5
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,bucketed-text-length,64,49,1077.9248,59.3733,20.2656,24,9.1562,14
