model_id,dataset_id,batch_size,iteration,latency_ms,images_per_second,text_length_mean,text_length_max,generated_tokens_mean,generated_tokens_max
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,26,1432.0197,44.6921,12.8281,39,6.3281,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,27,1428.2971,44.8086,11.0469,37,5.2656,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,28,1723.1847,37.1405,15.2188,41,6.9688,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,29,1429.9074,44.7581,9.7812,33,4.7031,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,30,1718.1954,37.2484,11.4531,44,5.5156,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,31,1496.3135,42.7718,10.8125,40,5.2188,20
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,32,1723.5743,37.1321,11.2969,44,5.4531,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,33,1360.1434,47.0539,8.9062,32,4.4219,18
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,34,1427.5909,44.8308,11.5938,39,5.5781,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,35,1431.2586,44.7159,10.2344,36,5.0625,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,36,1427.2294,44.8421,11.9531,37,5.7812,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,37,1723.1021,37.1423,11.1562,38,5.5312,23
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,38,1431.0614,44.722,10.375,37,4.8438,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,39,1426.7417,44.8575,12.2656,35,5.875,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,40,1291.9282,49.5384,10.7031,39,4.8438,17
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,41,1364.2349,46.9127,13.0781,39,6.1094,18
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,42,1291.7018,49.547,11.9375,39,5.5781,17
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,43,1286.8086,49.7354,9.6875,39,4.7188,17
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,44,1432.8422,44.6665,10.875,35,5.2031,19
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,45,1502.4223,42.5979,12.1562,41,5.8594,20
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,46,1358.2534,47.1193,11.9531,37,5.7188,18
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,47,1015.5307,63.0212,11.8594,32,5.2656,13
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,48,1286.4685,49.7486,10.7812,37,5.125,17
microsoft/trocr-base-printed,priyank-m/SROIE_2019_text_recognition,64,49,1496.6871,42.7611,10.5,39,5.25,20
